interest_rate,fico_range,amount_requested,amount_funded_by_investors,loan_length
14.09,675-679,8000.0,8000.0,36.0
10.59,740-744,15000.0,15000.0,36.0
7.66,700-704,5650.0,5650.0,36.0
15.8,680-684,6800.0,6800.0,36.0
19.05,660-664,3000.0,3000.0,36.0
11.14,705-709,5675.0,5675.0,36.0
17.93,670-674,12000.0,12000.0,60.0
15.31,680-684,11100.0,11100.0,36.0
19.05,690-694,16000.0,16000.0,60.0
10.59,710-714,4800.0,4800.0,36.0
15.31,665-669,6200.0,6200.0,36.0
10.16,710-714,6000.0,6000.0,36.0
10.36,680-684,2250.0,2250.0,36.0
13.61,715-719,24000.0,14860.05,60.0
12.12,695-699,10000.0,10000.0,36.0
14.09,670-674,10000.0,10000.0,36.0
13.11,665-669,12000.0,12000.0,36.0
13.11,690-694,12000.0,12000.0,36.0
12.21,750-754,20800.0,13796.59,36.0
12.69,695-699,8000.0,8000.0,36.0
10.16,705-709,10000.0,10000.0,36.0
14.27,675-679,6000.0,6000.0,36.0
12.12,675-679,4500.0,4500.0,36.0
7.49,740-744,3600.0,3600.0,36.0
15.8,675-679,11200.0,11200.0,36.0
11.49,695-699,4000.0,3925.0,36.0
13.49,690-694,6000.0,6000.0,60.0
13.11,720-724,17000.0,17000.0,36.0
13.11,665-669,8000.0,8000.0,36.0
7.4,805-809,2800.0,2800.0,36.0
6.03,790-794,12375.0,12375.0,36.0
17.27,690-694,18825.0,18825.0,60.0
11.14,715-719,9600.0,9600.0,36.0
13.11,680-684,14400.0,14400.0,36.0
17.56,660-664,6000.0,6000.0,60.0
6.03,770-774,9000.0,9000.0,36.0
11.86,735-739,20000.0,19850.0,60.0
13.06,685-689,15000.0,15000.0,36.0
11.14,735-739,20000.0,20000.0,60.0
19.69,665-669,13750.0,13750.0,60.0
17.19,675-679,6000.0,6000.0,60.0
7.9,735-739,20000.0,20000.0,36.0
11.49,720-724,12800.0,12800.0,60.0
6.03,780-784,6000.0,6000.0,36.0
7.51,735-739,12000.0,12000.0,36.0
13.11,690-694,12500.0,12500.0,36.0
17.58,665-669,5000.0,5000.0,36.0
14.33,675-679,4950.0,4950.0,36.0
13.11,755-759,30000.0,30000.0,60.0
12.12,670-674,10000.0,10000.0,36.0
14.65,670-674,6000.0,6000.0,36.0
7.9,750-754,24000.0,24000.0,36.0
10.0,745-749,14000.0,14000.0,60.0
7.49,715-719,6000.0,6000.0,36.0
13.11,690-694,22400.0,22400.0,36.0
7.9,795-799,8000.0,8000.0,36.0
20.49,665-669,24575.0,24550.0,36.0
14.83,675-679,8000.0,8000.0,60.0
14.33,670-674,10000.0,10000.0,36.0
10.65,745-749,29000.0,27884.92,60.0
6.03,805-809,5400.0,5400.0,36.0
6.62,735-739,12375.0,12375.0,36.0
16.29,720-724,30000.0,30000.0,60.0
6.03,770-774,5000.0,5000.0,36.0
18.64,670-674,6200.0,6200.0,60.0
7.49,750-754,7000.0,7000.0,36.0
21.0,695-699,29175.0,29175.0,60.0
17.49,725-729,35000.0,33645.15,60.0
16.89,680-684,6000.0,6000.0,60.0
12.42,730-734,35000.0,35000.0,60.0
13.79,680-684,16400.0,12136.46,36.0
13.49,775-779,8450.0,8450.0,60.0
17.99,665-669,18000.0,18000.0,36.0
13.49,675-679,12375.0,12325.0,36.0
5.42,795-799,10000.0,10000.0,36.0
14.09,680-684,2000.0,2000.0,36.0
21.98,665-669,12000.0,12000.0,60.0
7.62,740-744,5000.0,5000.0,36.0
6.03,785-789,12000.0,12000.0,36.0
13.99,665-669,6000.0,6000.0,36.0
9.99,800-804,13000.0,12975.0,60.0
17.27,755-759,4750.0,4700.0,36.0
18.49,665-669,10000.0,9925.0,36.0
15.31,675-679,1000.0,1000.0,36.0
16.29,670-674,9600.0,9600.0,36.0
14.09,665-669,3625.0,3625.0,36.0
13.11,685-689,10000.0,10000.0,36.0
12.42,745-749,19425.0,19400.0,60.0
13.67,695-699,8400.0,8400.0,36.0
13.99,680-684,10000.0,10000.0,36.0
13.23,685-689,6000.0,6000.0,36.0
14.33,670-674,10000.0,10000.0,36.0
12.12,675-679,6000.0,6000.0,36.0
15.31,675-679,16000.0,16000.0,60.0
17.27,660-664,22000.0,21925.0,36.0
21.27,670-674,25000.0,24950.0,36.0
19.72,665-669,13200.0,13200.0,36.0
9.99,765-769,24000.0,14450.0,60.0
15.05,660-664,12250.0,2200.0,36.0
11.14,705-709,21000.0,21000.0,60.0
14.33,685-689,9000.0,9000.0,36.0
11.14,690-694,5000.0,5000.0,36.0
8.9,775-779,35000.0,34975.0,36.0
21.98,670-674,20000.0,20000.0,60.0
7.9,705-709,12000.0,11975.0,36.0
13.49,680-684,10000.0,10000.0,36.0
13.11,685-689,10750.0,10725.0,36.0
14.83,680-684,4000.0,3975.0,36.0
13.11,705-709,10450.0,10450.0,36.0
8.9,725-729,3000.0,2950.0,36.0
12.12,695-699,11000.0,11000.0,36.0
13.11,690-694,7500.0,7500.0,36.0
11.12,710-714,7350.0,7325.0,36.0
10.74,720-724,10000.0,10000.0,36.0
17.27,665-669,8000.0,8000.0,36.0
23.83,660-664,33600.0,33600.0,60.0
15.27,700-704,12000.0,12000.0,60.0
17.49,670-674,5000.0,5000.0,60.0
11.14,715-719,10000.0,10000.0,36.0
10.16,700-704,2075.0,2075.0,36.0
16.82,665-669,16000.0,15825.0,36.0
12.12,695-699,6000.0,6000.0,36.0
13.99,680-684,8600.0,8600.0,36.0
7.9,815-819,16800.0,16800.0,60.0
7.51,755-759,7200.0,7200.0,36.0
13.11,700-704,9000.0,9000.0,36.0
12.87,715-719,10000.0,9767.84,36.0
14.09,675-679,11350.0,11350.0,36.0
17.27,685-689,6000.0,6000.0,60.0
12.12,680-684,4000.0,4000.0,36.0
10.74,690-694,6400.0,6400.0,36.0
18.25,660-664,3000.0,3000.0,36.0
5.79,750-754,1125.0,1125.0,36.0
13.11,795-799,28000.0,27950.0,60.0
8.9,685-689,6000.0,6000.0,36.0
6.03,795-799,5000.0,5000.0,36.0
20.3,665-669,20000.0,19975.0,60.0
7.49,730-734,9200.0,9200.0,36.0
13.11,740-744,35000.0,35000.0,60.0
20.49,675-679,18000.0,18000.0,60.0
7.49,720-724,8250.0,8250.0,36.0
7.49,710-714,1200.0,1200.0,36.0
9.63,705-709,10000.0,10000.0,36.0
17.27,700-704,35000.0,35000.0,60.0
15.31,690-694,18000.0,18000.0,36.0
18.39,705-709,20000.0,19975.0,60.0
11.14,690-694,5500.0,5500.0,36.0
22.47,660-664,35000.0,35000.0,60.0
21.98,695-699,35000.0,35000.0,60.0
21.49,675-679,20950.0,20875.0,60.0
9.63,695-699,1500.0,1500.0,36.0
19.99,660-664,12000.0,12000.0,36.0
14.33,690-694,10000.0,9975.0,36.0
18.49,660-664,9750.0,9750.0,36.0
7.49,740-744,5600.0,5575.0,36.0
13.11,720-724,11200.0,11200.0,60.0
13.43,670-674,4000.0,3975.0,36.0
8.9,700-704,7000.0,7000.0,36.0
6.03,735-739,18000.0,18000.0,36.0
12.61,695-699,5000.0,5000.0,36.0
9.25,705-709,10000.0,9975.0,36.0
19.69,665-669,9800.0,9800.0,60.0
12.12,685-689,20000.0,19975.0,36.0
18.29,640-644,5100.0,4950.0,36.0
11.14,700-704,8875.0,8875.0,36.0
5.99,765-769,4400.0,4400.0,36.0
11.71,745-749,35000.0,23350.0,60.0
18.49,660-664,3000.0,3000.0,36.0
12.42,690-694,4800.0,4800.0,36.0
11.71,720-724,5375.0,5375.0,36.0
11.99,705-709,14000.0,14000.0,60.0
13.23,730-734,19800.0,19775.0,36.0
13.11,675-679,13025.0,13025.0,36.0
18.49,675-679,18000.0,18000.0,36.0
7.68,785-789,2500.0,2275.77,36.0
7.14,755-759,5000.0,4985.44,36.0
11.14,685-689,4500.0,4500.0,36.0
8.9,740-744,15000.0,15000.0,36.0
20.49,715-719,35000.0,35000.0,60.0
8.49,795-799,4500.0,4500.0,36.0
17.27,675-679,4500.0,4500.0,36.0
7.51,740-744,1450.0,1450.0,36.0
14.96,760-764,6000.0,6000.0,36.0
6.54,725-729,4500.0,4500.0,36.0
6.62,750-754,14000.0,14000.0,36.0
6.03,800-804,15000.0,15000.0,36.0
10.99,760-764,22000.0,14550.0,60.0
11.03,695-699,10000.0,1300.0,36.0
20.49,700-704,35000.0,35000.0,36.0
20.49,685-689,10000.0,10000.0,36.0
13.98,695-699,6000.0,6000.0,60.0
15.8,675-679,10000.0,10000.0,36.0
8.94,785-789,10000.0,9950.0,36.0
13.3,660-664,12000.0,3639.28,36.0
14.65,675-679,9600.0,9600.0,36.0
22.11,660-664,17800.0,17775.0,60.0
7.62,765-769,2000.0,2000.0,36.0
21.0,680-684,18825.0,18825.0,60.0
13.06,705-709,3000.0,2509.17,36.0
13.11,670-674,2000.0,2000.0,36.0
17.77,670-674,9000.0,9000.0,36.0
13.11,705-709,5750.0,5750.0,36.0
19.22,675-679,21725.0,21725.0,60.0
7.9,725-729,20000.0,20000.0,36.0
13.49,730-734,15350.0,15325.0,60.0
14.33,670-674,8400.0,8400.0,36.0
7.49,720-724,4500.0,4500.0,36.0
15.31,675-679,9950.0,9950.0,36.0
7.9,725-729,15000.0,15000.0,36.0
10.99,705-709,10000.0,9850.0,36.0
18.25,660-664,12000.0,10400.0,60.0
12.21,695-699,8000.0,3862.32,36.0
6.03,765-769,3000.0,3000.0,36.0
14.33,680-684,15000.0,15000.0,36.0
17.77,685-689,12700.0,12700.0,36.0
11.11,765-769,16000.0,15745.73,60.0
7.9,710-714,7200.0,7200.0,36.0
20.25,695-699,30000.0,30000.0,60.0
14.65,695-699,20125.0,20125.0,36.0
15.27,670-674,12000.0,12000.0,36.0
10.62,745-749,5000.0,4950.0,60.0
11.36,705-709,8000.0,7989.96,36.0
6.62,735-739,3600.0,3600.0,36.0
9.63,755-759,8800.0,8350.0,36.0
19.22,690-694,18000.0,17925.0,60.0
23.76,660-664,20000.0,20000.0,60.0
5.99,780-784,4350.0,4350.0,36.0
10.99,735-739,12000.0,11975.0,60.0
13.67,680-684,5400.0,5400.0,36.0
12.68,700-704,12000.0,11950.0,60.0
17.77,665-669,12000.0,12000.0,36.0
7.9,705-709,6700.0,6700.0,36.0
11.71,675-679,3750.0,3750.0,36.0
13.67,685-689,8000.0,8000.0,36.0
11.49,695-699,4500.0,4500.0,36.0
17.14,660-664,6000.0,5975.0,60.0
23.28,660-664,19400.0,19400.0,60.0
17.93,690-694,25000.0,15600.0,60.0
14.27,695-699,8800.0,8800.0,36.0
13.99,680-684,4800.0,4800.0,36.0
17.77,660-664,5175.0,5175.0,36.0
10.75,795-799,10000.0,9999.36,60.0
11.14,720-724,12000.0,12000.0,36.0
7.51,750-754,5000.0,5000.0,36.0
17.27,730-734,33600.0,33600.0,60.0
13.11,700-704,10000.0,10000.0,36.0
16.29,695-699,12000.0,11975.0,36.0
14.33,665-669,4000.0,4000.0,36.0
15.8,690-694,20000.0,20000.0,36.0
14.09,675-679,12000.0,12000.0,36.0
21.0,685-689,17500.0,17500.0,60.0
11.71,690-694,10000.0,10000.0,36.0
14.22,665-669,3000.0,3000.0,36.0
8.59,735-739,5600.0,5592.37,36.0
15.8,670-674,10000.0,10000.0,36.0
8.49,720-724,5000.0,5000.0,36.0
21.49,670-674,16000.0,16000.0,60.0
10.75,710-714,4800.0,4800.0,36.0
18.75,710-714,24925.0,24925.0,60.0
12.12,680-684,4825.0,4825.0,36.0
18.25,675-679,18750.0,18750.0,60.0
15.31,675-679,5000.0,5000.0,36.0
13.17,675-679,7500.0,224.99,36.0
16.82,680-684,10000.0,10000.0,60.0
7.9,760-764,5300.0,5300.0,36.0
9.63,730-734,5000.0,5000.0,36.0
13.23,735-739,25000.0,15051.09,60.0
11.89,745-749,9250.0,9200.0,36.0
10.75,775-779,19000.0,18725.0,60.0
6.03,750-754,2000.0,2000.0,36.0
20.49,670-674,7200.0,7200.0,60.0
14.09,695-699,8000.0,8000.0,36.0
11.71,685-689,13000.0,12875.0,36.0
16.29,670-674,8000.0,8000.0,36.0
9.63,760-764,14000.0,13675.0,36.0
12.69,700-704,1400.0,1400.0,36.0
8.9,735-739,9500.0,9500.0,36.0
11.14,705-709,12700.0,12700.0,36.0
9.76,725-729,10000.0,10000.0,36.0
11.89,735-739,6000.0,5691.36,36.0
13.99,680-684,5200.0,5200.0,36.0
15.81,675-679,9000.0,8975.0,36.0
14.74,695-699,12000.0,11854.04,36.0
9.07,740-744,6600.0,3800.0,36.0
13.99,670-674,10000.0,10000.0,36.0
11.49,695-699,1800.0,1800.0,36.0
18.75,695-699,19000.0,19000.0,60.0
20.49,685-689,24000.0,24000.0,60.0
11.14,700-704,11500.0,11475.0,36.0
13.67,690-694,12100.0,12100.0,36.0
17.99,675-679,12000.0,12000.0,60.0
15.31,675-679,12000.0,12000.0,36.0
19.72,665-669,10000.0,10000.0,36.0
15.31,680-684,8875.0,8875.0,36.0
17.77,660-664,10625.0,10625.0,36.0
14.11,670-674,12000.0,3725.0,36.0
17.27,660-664,10000.0,10000.0,36.0
20.49,660-664,12000.0,12000.0,36.0
11.99,720-724,14000.0,12225.0,60.0
17.58,705-709,16000.0,15975.0,60.0
15.81,670-674,10000.0,10000.0,36.0
16.29,720-724,3625.0,3625.0,36.0
12.12,690-694,8400.0,8400.0,36.0
15.05,665-669,1600.0,1334.54,36.0
16.29,665-669,3600.0,3600.0,36.0
17.51,680-684,14000.0,14000.0,36.0
6.03,795-799,15675.0,15675.0,36.0
11.89,725-729,6000.0,5546.81,36.0
8.9,695-699,10000.0,10000.0,36.0
7.9,765-769,29000.0,29000.0,36.0
12.42,670-674,4800.0,4800.0,36.0
8.94,740-744,5000.0,4900.0,36.0
12.53,695-699,7000.0,6894.01,36.0
16.29,705-709,20000.0,19975.0,60.0
12.12,690-694,9000.0,9000.0,36.0
12.42,715-719,4400.0,4400.0,36.0
11.71,695-699,3000.0,3000.0,36.0
14.33,675-679,6250.0,6250.0,36.0
6.03,770-774,14000.0,14000.0,36.0
14.27,715-719,30000.0,30000.0,36.0
12.42,745-749,19600.0,19600.0,60.0
13.11,670-674,1600.0,1600.0,36.0
13.99,670-674,8000.0,8000.0,36.0
12.92,670-674,2500.0,2125.0,36.0
16.29,695-699,16075.0,16075.0,36.0
14.26,720-724,4900.0,4888.24,36.0
11.99,710-714,14400.0,14400.0,36.0
20.49,660-664,7750.0,7750.0,36.0
5.79,750-754,4200.0,4200.0,36.0
12.68,785-789,35000.0,34950.0,60.0
12.12,695-699,12800.0,12800.0,36.0
8.9,720-724,8000.0,8000.0,36.0
18.64,695-699,25000.0,23477.53,60.0
8.49,730-734,5000.0,5000.0,36.0
11.49,720-724,4000.0,4000.0,36.0
18.49,665-669,2875.0,2875.0,36.0
16.02,660-664,1800.0,1800.0,36.0
13.49,725-729,7200.0,7200.0,36.0
12.12,680-684,6000.0,6000.0,36.0
7.9,745-749,15000.0,14975.0,36.0
14.33,680-684,10375.0,10375.0,36.0
15.8,700-704,25000.0,25000.0,60.0
8.59,810-814,7900.0,7782.65,36.0
15.31,680-684,10000.0,10000.0,36.0
7.68,780-784,6000.0,4450.0,36.0
17.77,675-679,7000.0,7000.0,36.0
14.61,665-669,5500.0,5473.88,36.0
14.33,690-694,7000.0,7000.0,36.0
6.62,750-754,12000.0,11975.0,36.0
6.99,780-784,10000.0,9975.0,36.0
14.91,690-694,9800.0,9800.0,60.0
13.11,690-694,15000.0,15000.0,36.0
7.91,725-729,12000.0,12000.0,36.0
13.72,705-709,19000.0,18975.0,36.0
13.49,690-694,10000.0,10000.0,36.0
19.41,660-664,14725.0,14725.0,36.0
14.09,690-694,17500.0,17475.0,36.0
12.53,700-704,10000.0,10000.0,36.0
10.37,705-709,12000.0,11998.2,36.0
6.62,805-809,32550.0,32550.0,36.0
12.12,680-684,17475.0,17450.0,36.0
7.9,725-729,7200.0,7200.0,36.0
7.62,805-809,7125.0,7125.0,36.0
14.96,730-734,20500.0,19861.23,60.0
19.72,695-699,18000.0,18000.0,60.0
18.25,665-669,15000.0,15000.0,36.0
10.37,785-789,14000.0,14000.0,60.0
12.21,695-699,4800.0,4750.0,36.0
14.33,670-674,8000.0,8000.0,36.0
18.25,725-729,35000.0,34900.0,60.0
7.74,735-739,3600.0,3600.0,36.0
11.49,715-719,20000.0,19950.0,36.0
22.45,660-664,20000.0,20000.0,60.0
14.27,680-684,10000.0,9950.0,36.0
9.91,710-714,10000.0,10000.0,36.0
7.51,765-769,4500.0,4500.0,36.0
7.9,725-729,8000.0,8000.0,36.0
9.76,705-709,7425.0,7425.0,36.0
6.03,725-729,12000.0,12000.0,36.0
15.27,670-674,9000.0,9000.0,36.0
16.29,710-714,28000.0,28000.0,36.0
13.67,710-714,15575.0,15550.0,36.0
12.12,710-714,10500.0,10500.0,36.0
16.83,680-684,8500.0,6727.42,36.0
19.72,665-669,3600.0,3600.0,36.0
7.29,740-744,12000.0,12000.0,36.0
11.83,755-759,24250.0,24144.61,36.0
12.69,710-714,20000.0,20000.0,36.0
12.12,695-699,14000.0,14000.0,36.0
6.03,775-779,10000.0,10000.0,36.0
12.42,705-709,8000.0,8000.0,36.0
17.51,695-699,20000.0,15000.0,60.0
12.12,675-679,3500.0,3500.0,36.0
20.89,695-699,30000.0,29975.0,60.0
17.77,675-679,12000.0,12000.0,36.0
19.03,660-664,12250.0,12250.0,60.0
7.88,800-804,9000.0,9000.0,60.0
14.09,750-754,31825.0,31825.0,60.0
19.03,680-684,24000.0,23975.0,60.0
8.94,815-819,12800.0,12787.71,36.0
13.99,745-749,20000.0,20000.0,60.0
12.69,705-709,15000.0,15000.0,36.0
14.17,690-694,15000.0,14950.0,36.0
13.93,660-664,5000.0,3150.0,36.0
14.09,690-694,14000.0,14000.0,36.0
13.67,705-709,21000.0,21000.0,36.0
6.92,725-729,5000.0,5000.0,36.0
12.12,675-679,5000.0,5000.0,36.0
11.14,710-714,8000.0,8000.0,36.0
22.47,675-679,10000.0,10000.0,36.0
6.99,775-779,7000.0,7000.0,36.0
6.03,790-794,11000.0,11000.0,36.0
20.49,710-714,28000.0,28000.0,60.0
10.99,740-744,24000.0,21963.64,36.0
8.9,735-739,15000.0,15000.0,36.0
24.89,660-664,24000.0,23950.0,36.0
15.96,660-664,5000.0,5000.0,36.0
10.59,730-734,10000.0,10000.0,36.0
18.55,660-664,16000.0,16000.0,36.0
14.11,680-684,10000.0,6301.07,36.0
18.49,670-674,8000.0,8000.0,36.0
11.71,695-699,10000.0,10000.0,36.0
5.79,760-764,5000.0,5000.0,36.0
22.78,665-669,20000.0,19975.0,60.0
7.88,720-724,3700.0,3600.0,36.0
17.77,670-674,15000.0,15000.0,36.0
14.09,665-669,9700.0,9700.0,36.0
18.49,660-664,8450.0,8450.0,36.0
20.49,690-694,25000.0,25000.0,60.0
13.49,745-749,25000.0,24950.0,60.0
17.77,670-674,15000.0,15000.0,36.0
19.05,660-664,14575.0,14575.0,36.0
21.0,675-679,14775.0,14775.0,60.0
11.49,700-704,2000.0,2000.0,36.0
10.16,695-699,2575.0,2575.0,36.0
14.33,700-704,4200.0,4200.0,60.0
20.52,675-679,8000.0,8000.0,36.0
14.79,710-714,9500.0,9500.0,60.0
9.88,750-754,16750.0,16445.93,36.0
13.11,685-689,12300.0,12300.0,36.0
17.27,665-669,4000.0,4000.0,36.0
18.3,690-694,20000.0,20000.0,60.0
12.68,705-709,12000.0,12000.0,60.0
14.33,675-679,4375.0,4375.0,36.0
14.59,660-664,3000.0,3000.0,36.0
6.62,750-754,13000.0,13000.0,36.0
8.9,725-729,16200.0,16200.0,36.0
8.9,740-744,11400.0,11375.0,36.0
18.49,715-719,25875.0,25875.0,60.0
19.04,680-684,15000.0,15000.0,60.0
22.95,665-669,20950.0,20950.0,60.0
14.79,710-714,14000.0,12800.0,60.0
16.0,665-669,2000.0,2000.0,36.0
7.9,765-769,25000.0,25000.0,36.0
10.16,780-784,28200.0,28150.0,60.0
18.64,680-684,20000.0,19925.0,60.0
16.29,690-694,24000.0,24000.0,36.0
17.27,710-714,21850.0,21850.0,60.0
13.22,705-709,20000.0,19850.0,36.0
13.85,685-689,16000.0,15875.0,36.0
11.14,720-724,10000.0,10000.0,36.0
14.09,710-714,20000.0,20000.0,36.0
7.9,720-724,1000.0,1000.0,36.0
11.49,690-694,3500.0,3500.0,36.0
7.9,735-739,15000.0,15000.0,36.0
13.67,685-689,19000.0,19000.0,36.0
6.03,755-759,12000.0,11950.0,36.0
22.47,670-674,22750.0,22750.0,60.0
7.29,730-734,9800.0,9747.5,36.0
7.29,715-719,3500.0,3500.0,36.0
10.74,755-759,20000.0,17724.9,60.0
22.95,665-669,20000.0,20000.0,60.0
7.9,770-774,19000.0,19000.0,36.0
22.45,685-689,17300.0,17250.0,60.0
15.13,650-654,7000.0,711.54,36.0
18.75,660-664,7200.0,7200.0,36.0
14.09,675-679,10000.0,10000.0,36.0
14.09,675-679,4000.0,3925.0,36.0
8.9,730-734,17500.0,17500.0,36.0
11.71,725-729,20000.0,20000.0,36.0
15.8,680-684,16200.0,16200.0,60.0
6.03,760-764,10000.0,10000.0,36.0
6.62,810-814,27000.0,27000.0,36.0
7.51,720-724,4500.0,4475.0,36.0
14.33,675-679,15875.0,15875.0,36.0
10.16,690-694,15000.0,15000.0,36.0
10.75,765-769,25000.0,24950.0,36.0
17.27,665-669,7000.0,7000.0,36.0
19.99,660-664,15000.0,15000.0,36.0
15.81,685-689,17000.0,17000.0,36.0
18.75,670-674,19075.0,19075.0,36.0
11.71,710-714,10000.0,10000.0,36.0
7.62,720-724,8475.0,8475.0,36.0
10.08,710-714,6400.0,6350.0,36.0
23.28,675-679,30000.0,30000.0,60.0
14.65,685-689,24000.0,23975.0,36.0
16.77,705-709,30000.0,29950.0,60.0
14.09,740-744,16000.0,16000.0,60.0
13.99,680-684,10000.0,10000.0,36.0
12.42,675-679,6000.0,6000.0,36.0
13.79,670-674,9000.0,5242.75,36.0